排名	name	run_time	上线时间	注册资本	地区	待收金额	涉及人数	事件类型
1,253	华鑫恒生	2014.12	2014.06	500.00万元	湖南	-	-	跑路
1,254	鄂商贷	2014.12	2014.07	500.00万元	湖北	-	-	提现困难
1,255	财益创投	2014.12	2014.10	1500.00万元	山东	556.71万元	-	提现困难
1,256	华富信投	2014.12	2014.10	1000.00万元	山东	-	-	跑路
1,257	三姐投融	2014.12	2014.03	300.00万元	广西	-	-	提现困难
1,258	财富天下	2014.12	2013.12	10000.00万元	广东	-	-	跑路
1,259	聚金投资	2014.12	2014.07	600.00万元	四川	210.00万元	-	提现困难
1,260	一本贷	2014.12	2013.10	501.00万元	浙江	1049.00万元	-	提现困难
1,261	聚宝盆	2014.12	2014.05	5000.00万元	广东	599.00万元	-	提现困难
1,262	钱塘人家	2014.12	2014.09	2000.00万元	浙江	500.00万元	-	提现困难
1,263	汇亿财富	2014.12	2014.08	1000.00万元	安徽	1701.00万元	-	提现困难
1,264	全民贷	2014.12	2012年	2000.00万元	浙江	-	-	提现困难
1,265	佳伦资本	2014.12	2014.12	1000.00万元	四川	-	-	跑路
1,266	鑫汇在线	2014.12	2014.11	1000.00万元	广东	-	-	跑路
1,267	轻纺城金融	2014.12	2013.10	1000.00万元	浙江	3448.00万元	-	刑侦介入
1,268	融融网	2014.12	2014.04	5008.00万元	北京	25393.00万元	-	提现困难
1,269	聚宝通	2014.12	2014.08	10000.00万元	广东	-	-	跑路
1,270	小微所	2014.12	2014.05	20000.00万元	广东	1428.00万元	-	提现困难
1,271	盛世创投	2014.12	2013.04	500.00万元	广东	9912.00万元	-	提现困难，老板自首
1,272	金诺鼎	2014.12	2014.01	5000.00万元	四川	-	-	提现困难
1,273	幸福e贷（正诺悦金融）	2014.12	2013.08	1000.00万元	广东	-	-	跑路
1,274	君茂财富	2014.12	2013.12	5000.00万元	浙江	-	-	跑路
1,275	满堂金	2014.12	2014.02	10000.00万元	江苏	885.00万元	-	提现困难
1,276	爱网贷	2014.12	2013.10	1000.00万元	山东	4881.00万元	-	提现困难
1,277	拉手贷	2014.12	2013.09	500.00万元	山东	1727.00万元	-	提现困难
1,278	聚融贷	2014.12	2014.10	2000.00万元	浙江	647.70万元	-	跑路
1,279	现佳创富	2014.12	2013.12	1000.00万元	广东	-	-	提现困难
1,280	益元贷	2014.12	2014.06	1050.00万元	上海	-	-	提现困难
1,281	京浙贷	2014.12	2014.02	10000.00万元	浙江	3145.00万元	-	提现困难
1,282	诚信宝	2014.12	2014.07	1000.00万元	江苏	-	-	停业
1,283	一诺财富	2014.11	2014.11	1000.00万元	陕西	-	-	跑路
1,284	沪联贷	2014.11	2014.04	1000.00万元	上海	-	-	停业，已恢复
1,285	昊泽贷	2014.11	2014.09	1000.00万元	山东	610.00万元	-	提现困难（正处于公安清查中）
1,286	联创财富	2014.11	2013.11	500.00万元	浙江	4826.00万元	-	提现困难
1,287	旭日贷	2014.11	2013.06	500.00万元	广东	949.00万元	-	提现困难
1,288	鼎诚财富	2014.11	2014.06	500.00万元	浙江	633.00万元	-	提现困难
1,289	瓯江贷	2014.11	2014.05	1000.00万元	浙江	-	-	提现困难
1,290	深港易贷	2014.11	2014.09	5000.00万元	广东	-	-	提现困难
1,291	雨滴财富	2014.11	2013.11	1000.00万元	浙江	-	-	提现困难
1,292	房车贷	2014.11	2014.07	500.00万元	湖南	-	-	停业
1,293	北部湾财富	2014.11	2014.08	1000.00万元	广西	-	-	提现困难
1,294	美贷网	2014.11	2012年	3000.00万元	广东	10202.86万元	535.00人	提现困难
1,295	中融资本	2014.11	2012年	1080.00万元	浙江	-	-	提现困难
1,296	信达财富	2014.11	2013.02	500.00万元	天津	5599.00万元	-	提现困难
1,297	渝商创投	2014.11	2013.08	200.00万元	重庆	9190.15万元	543.00人	提现困难
1,298	有益贷	2014.11	2014.08	1000.00万元	广东	31.00万元	-	停业
1,299	有钱贷	2014.11	2013.07	1000.00万元	广西	-	-	提现困难
1,300	荣锦创投	2014.11	2014.11	2000.00万元	北京	-	-	诈骗，跑路
1,301	乐贷网	2014.11	2014.04	100.00万元	山东	3965.00万元	-	提现困难
1,302	大华财富	2014.11	2014.06	3500.00万元	山东	-	-	提现困难
1,303	润通创投	2014.11	2013.12	1000.00万元	北京	4009.00万元	-	提现困难
1,304	时时宝	2014.11	2014.11	1800.00万元	安徽	-	-	跑路
1,305	翰爽投资	2014.11	2014.10	5000.00万元	上海	-	-	跑路
1,306	致雅财富	2014.11	2013.07	1000.00万元	浙江	-	-	跑路
1,307	万晶聚投资	2014.11	2014.11	100.00万元	广东	-	-	跑路
1,308	中源资本	2014.11	2013.12	1000.00万元	广东	3281.98万元	-	提现困难
1,309	中贸易融	2014.11	2013.07	500.00万元	浙江	9372.30万元	1148.00人	提现困难
1,310	幸福财富	2014.11	2014.01	1000.00万元	福建	2512.00万元	-	提现困难，暂停运营
1,311	汇财宝	2014.11	2014.06	1000.00万元	四川	-	-	停业
1,312	鼎瑞投资	2014.11	2014.11	3000.00万元	陕西	-	-	跑路
1,313	恒融财富	2014.11	2013.05	2000.00万元	江苏	-	-	提现困难
1,314	银银贷	2014.11	2014.11	5000.00万元	广东	-	-	跑路
1,315	聚融投	2014.11	2014.10	8000.00万元	广东	-	-	跑路
1,316	闽昌贷	2014.11	2013.01	500.00万元	福建	13800.00万元	-	跑路
1,317	金麒麟	2014.11	2014.11	-	福建	-	-	跑路
1,318	惠兴通	2014.11	2014.02	1000.00万元	浙江	-	-	提现困难
1,319	佳联财富	2014.11	2014.06	1000.00万元	浙江	1113.24万元	-	提现困难
1,320	盛合金融	2014.11	2013.05	11000.00万元	湖北	-	-	跑路
1,321	富城贷	2014.11	2013.12	1000.00万元	浙江	-	-	提现困难
1,322	鑫泽恒	2014.11	2014.06	1000.00万元	江苏	-	-	提现困难
1,323	泓然控股	2014.10	2014.08	5000.00万元	浙江	3685.00万元	-	提现困难
1,324	南汇财富	2014.10	-	500.00万元	湖北	-	-	跑路
1,325	全家福	2014.10	2014.08	10000.00万元	广东	-	-	跑路
1,326	宏德创投	2014.10	2014.09	1000.00万元	北京	-	-	跑路
1,327	度尔投资	2014.10	-	480.00万元	上海	-	-	跑路
1,328	淘贷宝	2014.10	2013.05	500.00万元	浙江	-	-	提现困难
1,329	银坊金融	2014.10	2013.10	5000.00万元	浙江	15224.00万元	-	跑路
1,330	华东财富	2014.10	2014.07	1000.00万元	山东	5910.00万元	-	提现困难
1,331	建明财富	2014.10	2014.07	-	四川	-	-	跑路
1,332	安旺P2P	2014.10	2014.10	11800.00万元	安徽	-	-	跑路
1,333	众富贷	2014.10	2014.10	-	河北	40.00万元	-	跑路
1,334	鸢都贷	2014.10	2014.03	220.00万元	山东	-	-	提现困难
1,335	朝助创投	2014.10	2014.07	1000.00万元	浙江	1780.00万元	-	跑路
1,336	德鸿贷	2014.10	2014.10	1000.00万元	海南	-	-	跑路
1,337	立鼎资本	2014.10	2014.08	20000.00万元	广东	-	-	跑路
1,338	名启财富	2014.10	2014.07	2000.00万元	广东	800.00万元	-	提现困难
1,339	京商网	2014.10	-	-	北京	-	-	跑路
1,340	农科城网贷	2014.10	-	7000.00万元	北京	-	-	跑路
1,341	天晨财富	2014.10	2014.01	1000.00万元	山东	650.00万元	-	-
1,342	汇聚贷	2014.10	2013.10	300.00万元	广西	-	-	跑路
1,343	万通财富	2014.10	2013.09	500.00万元	浙江	3111.07万元	1515.00人	跑路
1,344	D1金融	2014.10	-	-	上海	-	-	跑路
1,345	鼎丰投资	2014.10	2014.07	1500.00万元	湖北	-	-	跑路
1,346	祥仁投资	2014.10	2014.07	1100.00万元	湖北	-	-	跑路
1,347	高利投资	2014.10	2014.07	1200.00万元	湖北	-	-	跑路
1,348	益盈投资	2014.10	2014.07	1500.00万元	湖北	-	-	跑路
1,349	致盛贷	2014.10	2014.10	5000.00万元	四川	-	-	跑路
1,350	财迷中国	2014.10	2014.04	1000.00万元	重庆	-	-	提现困难，已恢复
1,351	南瓜P2P	2014.10	2013.12	1000.00万元	江西	-	-	提现困难
1,352	安宜贷	2014.10	2014.05	-	广东	-	-	停业
1,353	铂利亚	2014.10	2013.08	500.00万元	四川	3600.00万元	-	提现困难
1,354	联信财富	2014.10	2013.08	5000.00万元	山东	-	-	提现困难
1,355	如通金融	2014.10	2013.11	200.00万元	浙江	-	-	提现困难
1,356	重友财富	2014.10	2014.06	1000.00万元	福建	-	-	提现困难
1,357	御帮贷	2014.10	2014.09	3000.00万元	江西	-	-	跑路
1,358	信优贷	2014.10	-	-	广东	-	-	跑路
1,359	融益财富	2014.10	2013.10	1000.00万元	浙江	3317.00万元	-	跑路
1,360	信丰财富	2014.10	2014.09	-	上海	-	-	跑路
1,361	尚融财富	2014.09	2014.09	1375.40万元	上海	-	-	停业
1,362	随e贷	2014.09	2014.04	1000.00万元	山东	-	-	跑路
1,363	弘富贷	2014.09	-	1000.00万元	北京	-	-	提现困难
1,364	晶玉贷	2014.09	2014.09	2000.00万元	湖南	-	-	跑路
1,365	人山贷	2014.09	2014.09	2000.00万元	上海	-	-	跑路
1,366	金升贷	2014.09	2013.12	500.00万元	浙江	-	-	提现困难
1,367	金泰达投资	2014.09	-	3693.00万元	广东	-	-	跑路
1,368	满仓赢	2014.09	2014.08	1000.00万元	广东	-	-	跑路
1,369	优信贷	2014.09	2014.04	-	四川	-	-	跑路
1,370	国安贷	2014.09	2013.08	500.00万元	山东	-	-	提现困难，老板失联
1,371	澳达天翼投资	2014.09	-	28000.00万元	北京	-	-	跑路
1,372	温心创投	2014.09	-	1000.00万元	广东	-	-	跑路
1,373	亿豪通	2014.09	2014.08	1000.00万元	广东	3000.00万元	-	跑路
1,374	美美贷	2014.09	2013.12	500.00万元	山东	-	-	提现困难
1,375	汉国钱庄	2014.09	2014.05	-	上海	-	-	-
1,376	起跑线借贷	2014.09	-	100.00万元	福建	-	-	提现困难
1,377	小虎金融	2014.09	2014.08	500.00万元	上海	-	-	跑路
1,378	楚盈贷	2014.09	2014.06	100.00万元	湖北	-	-	跑路
1,379	江南创投	2014.09	2013.12	1200.00万元	江苏	-	-	提现困难
1,380	润达贷	2014.09	2014.01	516.00万元	河南	-	-	跑路
1,381	苏商投资	2014.09	2014.01	-	上海	-	-	跑路
1,382	禹龙投资	2014.09	-	3600.00万元	湖南	-	-	跑路
1,383	盛德多投资	2014.09	-	200.00万元	广东	-	-	跑路
1,384	粤利通	2014.09	-	100.00万元	广东	-	-	跑路
1,385	华纳汇盈	2014.08	2014.08	5001.00万元	北京	-	-	跑路
1,386	慧眼通贷	2014.08	2013.07	1000.00万元	上海	-	-	停业
1,387	永合贷	2014.08	2014.08	-	北京	-	-	跑路
1,388	虹权投资	2014.08	2014.04	1000.00万元	上海	-	-	跑路
1,389	拓金投资	2014.08	2014.01	-	上海	-	-	跑路
1,390	鼎元贷	2014.08	2014.04	5000.00万元	广东	-	-	跑路
1,391	时时贷	2014.08	2014.04	1000.00万元	广东	2223.00万元	1436.00人	跑路
1,392	永利天成	2014.08	2014.07	1000.00万元	北京	25.00万元	8.00人	跑路
1,393	得利盈	2014.08	2014.01	100.00万元	福建	-	-	跑路
1,394	锦融运通	2014.08	2013.07	2000.00万元	浙江	20000.00万元	-	提现困难
1,395	湘信网	2014.08	2014.05	1000.00万元	湖南	411.00万元	-	提现困难
1,396	中融财富	2014.08	2013.11	1000.00万元	四川	932.00万元	1516.00人	提现困难
1,397	农银贷	2014.08	2013.12	5000.00万元	湖南	1480.00万元	-	提现困难
1,398	尧瑞投资	2014.08	2014.05	1000.00万元	上海	-	-	跑路
1,399	信邦财富	2014.08	2014.05	1000.00万元	广东	60.00万元	-	跑路
1,400	龙华贷	2014.08	2014.08	500.00万元	北京	-	-	跑路
1,401	善安合财富	2014.07	2014.06	1000.00万元	北京	1785.00万元	-	跑路
1,402	兴利贷	2014.07	2014.05	100.00万元	广西	-	-	跑路
1,403	舒畅理财	2014.07	2014.04	3100.00万元	上海	-	-	跑路
1,404	亚盛财富	2014.07	2013.12	1000.00万元	浙江	-	-	提现困难
1,405	誉信贷	2014.07	2014.07	200.00万元	福建	-	-	跑路
1,406	群众贷	2014.07	2014.04	-	广东	-	-	跑路
1,407	余下钱	2014.07	2014.07	-	广东	-	-	跑路
1,408	光大富尊	2014.07	-	80000.00万元	上海	-	-	跑路
1,409	企联融业	2014.07	2013.10	1000.00万元	湖南	-	-	停业
1,410	润宏贷	2014.06	2014.06	1000.00万元	四川	-	-	跑路
1,411	恒金贷	2014.06	2014.06	5000.00万元	浙江	-	-	跑路
1,412	洪升财富	2014.06	2014.06	500.00万元	上海	-	-	跑路
1,413	拜腾财富	2014.06	-	100.00万元	上海	-	-	跑路
1,414	天行信	2014.06	2013.11	2180.00万元	广东	-	-	跑路
1,415	科讯网	2014.06	2013.12	5000.00万元	广东	-	-	跑路
1,416	永泰达投资	2014.06	2014.02	5000.00万元	广东	-	-	跑路
1,417	都能贷	2014.06	2012年	-	湖南	-	-	提现困难
1,418	网金宝	2014.06	2014.02	-	北京	-	-	跑路
1,419	创鑫贷	2014.06	2013.06	0.05万元	江苏	300.00万元	-	跑路
1,420	弘昌创投	2014.05	2013.09	0.10万元	浙江	1582.00万元	-	跑路
1,421	威泰创投	2014.05	2014.05	-	河北	-	-	跑路
1,422	仁信贷	2014.05	2014.05	-	广东	20.00万元	-	跑路
1,423	秦皇资本	2014.05	2013.11	0.30万元	广东	-	-	提现困难
1,424	股民贷	2014.05	-	0.50万元	上海	-	-	跑路
1,425	中信创投	2014.05	-	-	广东	-	-	跑路
1,426	日升财富	2014.05	2014.03	-	湖南	743.00万元	-	提现困难
1,427	信誉财富	2014.05	-	-	广东	-	-	跑路
1,428	马上有钱	2014.05	-	-	广东	-	-	-
1,429	鑫淼源投资	2014.04	2014.03	-	广东	-	-	跑路
1,430	明启华投资	2014.04	2014.03	-	广东	-	-	跑路
1,431	深速贷	2014.04	2014.04	-	广东	-	-	停业
1,432	周道财富	2014.04	2014.04	-	江苏	-	-	停业
1,433	易信云投	2014.04	2013.12	-	上海	-	-	跑路
1,434	景煜贷	2014.04	-	-	湖北	-	-	跑路
1,435	卓忠贷	2014.04	2014.03	5000.00万元	上海	-	-	跑路
1,436	福润汇鑫	2014.04	2012年	-	北京	-	-	跑路
1,437	旺旺贷	2014.04	2013.11	-	广东	-	-	跑路
1,438	钱海创投	2014.04	2013.09	2000.00万元	广东	3800.00万元	-	经侦介入
1,439	万汇通	2014.03	2014.02	-	福建	-	-	跑路
1,440	中E邦达	2014.03	2014.01	1000.00万元	广东	-	-	停业
1,441	大家网	2014.03	-	-	浙江	1700.00万元	-	经侦介入
1,442	元一创投	2014.03	2014.03	-	广东	-	-	跑路
1,443	贷易网	2014.03	-	-	广东	-	-	跑路
1,444	中宝投资	2014.03	2011年	100.00万元	浙江	51300.00万元	1062.00人	经侦介入
1,445	诚德担保	2014.03	-	-	江苏	-	-	跑路
1,446	富创贷	2014.03	-	-	福建	-	-	跑路
1,447	速速贷	2014.02	2013.11	-	浙江	-	-	停业
1,448	东信财富	2014.02	2013.07	1000.00万元	江苏	-	-	提现困难
1,449	创值贷	2014.02	-	-	浙江	-	-	跑路
1,450	窑湾贷	2014.02	2014.01	2000.00万元	江苏	-	-	跑路
1,451	大地贷	2014.02	2013.09	300.00万元	湖北	-	-	停业
1,452	同城人人贷	2014.02	2013.09	-	广西	-	-	停业，已恢复
1,453	南岭财富	2014.02	2013.06	-	广东	-	-	停业
1,454	小丫P2P	2014.01	2013.12	-	湖北	-	-	停业
1,455	银都创投	2014.01	2014.01	100.00万元	湖南	-	-	提现困难
1,456	海陵贷	2014.01	2013.12	1000.00万元	江苏	-	-	提现困难
1,457	融宝贷	2014.01	2013.10	500.00万元	广东	1000.00万元	-	提现困难
1,458	锋逸信投	2014.01	2013.10	1000.00万元	上海	1700.00万元	-	跑路
1,459	贵福财富	2014.01	2013.11	1000.00万元	陕西	-	-	提现困难
1,460	国临创投	2014.01	2013.06	600.00万元	浙江	3600.00万元	-	跑路
1,461	中银资本	2014.01	2013.09	1000.00万元	广东	-	-	提现困难
1,462	富豪创投	2014.01	2013.10	3000.00万元	湖北	-	-	提现困难
1,463	中贷信创	2014.01	-	-	广东	3700.00万元	-	跑路
1,464	天府投资网	2014.01	2013.08	-	四川	-	-	停业
1,465	广融贷	2014.01	2012年	500.00万元	浙江	2000.00万元	-	提现困难
1,466	华生贷	2013.12	2013.04	-	江西	-	-	提现困难，后恢复
1,467	维沃财富	2013.12	2013.10	-	江苏	1993.00万元	-	跑路
1,468	聚众贷	2013.12	2012年	-	上海	-	-	跑路
1,469	怀民贷	2013.12	2013.12	-	湖南	-	-	提现困难
1,470	天标贷	2013.12	2013.10	-	湖南	-	-	提现困难
1,471	海发财富	2013.12	2013.10	-	山东	-	-	提现困难
1,472	华悦财富	2013.12	2013.09	-	广东	-	-	提现困难
1,473	高益创投	2013.12	2013.11	-	山东	-	-	提现困难
1,474	佳通创投	2013.12	2013.08	-	湖南	-	-	提现困难
1,475	正大金融	2013.12	2013.06	-	江西	-	-	提现困难
1,476	及时雨	2013.12	2013.09	-	湖南	-	-	提现困难
1,477	沪发贷	2013.11	2013.10	-	上海	-	-	提现困难
1,478	禾嘉创投	2013.11	2013.11	-	安徽	-	-	提现困难
1,479	中州易贷	2013.11	2013.03	-	河南	-	-	提现困难
1,480	华东贷	2013.11	2013.09	-	上海	-	-	提现困难
1,481	帮你贷	2013.11	2013.10	-	浙江	-	-	提现困难
1,482	诚宜创投	2013.11	2013.09	-	安徽	-	-	提现困难
1,483	五洲财富	2013.11	2013.08	-	广东	-	-	提现困难
1,484	信博财富	2013.11	2013.07	-	浙江	-	-	提现困难
1,485	金银丰	2013.11	2013.09	-	广东	-	-	提现困难
1,486	凌轩财富	2013.11	2013.09	-	上海	755.00万元	-	提现困难
1,487	阿拉贷	2013.11	2011年	-	浙江	-	-	提现困难
1,488	安客创投	2013.11	2013.09	-	江苏	-	-	提现困难
1,489	宝都财富	2013.11	2013.11	-	浙江	-	-	提现困难，后恢复
1,490	江城贷	2013.11	2013.09	-	安徽	-	-	提现困难
1,491	莲花财富	2013.11	2013.03	-	浙江	-	-	提现困难
1,492	今鑫财富	2013.11	2013.08	-	上海	2027.00万元	-	提现困难
1,493	德塞财富	2013.11	2013.08	-	浙江	-	-	提现困难
1,494	好想贷	2013.11	2013.01	-	浙江	-	-	提现困难
1,495	信邦创投	2013.11	2013.09	-	浙江	700.00万元	-	提现困难
1,496	宝仕金融	2013.11	2013.09	-	江苏	-	-	提现困难
1,497	光大信投	2013.11	2013.09	-	江苏	-	-	提现困难
1,498	中联乐银	2013.11	2013.02	-	浙江	6000.00万元	-	提现困难
1,499	益得创投	2013.11	2013.09	-	浙江	-	-	提现困难
1,500	3a借贷	2013.11	2013.07	-	山东	-	-	提现困难
1,501	鹏城贷	2013.11	2013.07	-	广东	8000.00万元	-	跑路
1,502	汇银投资	2013.11	2013.10	-	浙江	-	-	提现困难
1,503	都梁创投	2013.11	2013.09	-	江苏	-	-	提现困难
1,504	徽煌财富	2013.11	2013.09	-	安徽	2000.00万元	-	提现困难
1,505	宝丰创投	2013.11	2013.08	-	广东	-	-	提现困难
1,506	招金贷	2013.11	2013.10	-	内蒙古	-	-	提现困难
1,507	乾坤贷	2013.11	2013.07	-	江苏	1000.00万元	-	提现困难
1,508	铜都贷	2013.11	2013.05	-	安徽	11000.00万元	-	提现困难
1,509	平海金融	2013.10	2013.06	-	安徽	-	-	提现困难
1,510	浙商贷	2013.10	2013.06	-	浙江	6000.00万元	-	提现困难
1,511	通联贷	2013.10	2013.08	-	广东	1500.00万元	-	提现困难
1,512	银鑫贷	2013.10	2013.09	-	湖北	-	-	提现困难
1,513	家家贷	2013.10	2013.07	-	浙江	11800.00万元	-	提现困难
1,514	汇宝信贷	2013.10	2013.07	-	江苏	1200.00万元	-	提现困难
1,515	保险贷	2013.10	2013.05	-	江苏	-	-	提现困难
1,516	乐网贷	2013.10	2013.04	-	山东	2676.00万元	-	提现困难
1,517	钰泰财富	2013.10	2013.08	-	湖北	4000.00万元	-	提现困难
1,518	盈通投资	2013.10	2013.01	-	湖北	720.00万元	-	提现困难
1,519	华强财富	2013.10	2013.09	-	安徽	900.00万元	-	提现困难
1,520	力合创投	2013.10	2013.07	-	浙江	3900.00万元	-	提现困难
1,521	福翔创投	2013.10	2013.10	-	福建	80.00万元	-	跑路
1,522	川信贷	2013.10	2013.01	-	四川	-	-	提现困难
1,523	宜商贷	2013.10	2013.07	-	湖北	4900.00万元	-	提现困难
1,524	银实贷	2013.10	2013.08	-	内蒙古	1970.00万元	-	提现困难
1,525	东方创投	2013.10	2013.06	-	广东	4400.00万元	-	提现困难
1,526	万利创投	2013.10	2013.05	-	广东	1700.00万元	-	提现困难
1,527	立贷网	2013.10	2013.03	-	浙江	-	-	提现困难
1,528	天力贷	2013.09	2013.04	-	湖北	6700.00万元	-	提现困难
1,529	互帮贷	2013.09	2013.06	-	江苏	50.00万元	-	提现困难
1,530	黄山资本	2013.09	2013.05	-	安徽	220.00万元	-	停业
1,531	现贷网	2013.09	2013.07	-	广东	900.00万元	-	提现困难
1,532	财富园	2013.08	2013.06	-	广东	-	-	停业
1,533	网赢天下	2013.08	2013.03	-	广东	20000.00万元	-	提现困难
1,534	中财在线	2013.07	2012年	-	湖北	3000.00万元	-	提现困难
1,535	民联贷	2013.07	2013.03	-	湖北	3.00万元	-	提现困难
1,536	铂利亚	2013.06	-	-	四川	130.00万元	-	停业，后恢复
1,537	徽州贷	2013.06	2013.02	-	安徽	1700.00万元	-	提现困难
1,538	非诚勿贷	2013.06	-	-	浙江	2700.00万元	-	提现困难
1,539	酷跑金融	2013.05	-	-	浙江	17.00万元	-	跑路
1,540	城乡贷	2013.04	-	-	天津	117.00万元	-	停业
1,541	众贷网	2013.04	2013.03	-	海南	300.00万元	-	停业
