排名	name	run_time	上线时间	注册资本	地区	待收金额	涉及人数	事件类型
890	鑫华创投	2015.06	2014.07	1000.00万元	山东	-	-	提现困难
891	徽商金融	2015.06	2014.10	10000.00万元	安徽	-	-	停业
892	金鑫创投	2015.06	2014.09	2000.00万元	浙江	-	-	提现困难
893	中诚财富	2015.06	2015.01	10000.00万元	河南	-	-	提现困难
894	昊天财富	2015.06	2014.11	1500.00万元	河北	-	-	跑路
895	天天聚财	2015.06	2014.04	10000.00万元	重庆	-	-	提现困难
896	聚投网	2015.06	2014.10	200.00万元	河北	-	-	跑路
897	丰彩投	2015.05	2015.05	5000.00万元	湖南	-	-	跑路
898	瑞贷通	2015.05	2013.04	1000.00万元	江西	-	-	停业
899	众人贷（广东）	2015.05	2014.01	1000.00万元	广东	-	-	跑路
900	金喜财富	2015.05	2014.08	10800.00万元	安徽	-	-	提现困难
901	卓信财富	2015.05	2015.01	1000.00万元	山东	-	-	提现困难
902	百凯祺	2015.05	2014.07	2000.00万元	广东	-	-	提现困难
903	克克贷	2015.05	2014.07	5000.00万元	北京	-	-	提现困难
904	建辉贷	2015.05	2015.02	3000.00万元	湖南	-	-	提现困难
905	惠信财富	2015.05	2013.10	500.00万元	浙江	-	-	提现困难
906	凯祥财富	2015.05	2015.04	500.00万元	山东	-	-	跑路
907	徽瑞贷	2015.05	2014.12	10000.00万元	安徽	-	-	跑路
908	福州财富	2015.05	2013.02	500.00万元	福建	-	-	跑路
909	群润贷	2015.05	2014.05	500.00万元	福建	-	-	跑路
910	九问贷	2015.05	2014.06	1000.00万元	四川	-	-	经侦介入
911	银钱树	2015.05	2014.08	1000.00万元	广东	-	-	停业
912	星光资本	2015.05	2013.03	1000.00万元	安徽	-	-	提现困难
913	迪丰资本	2015.05	2014.05	3000.00万元	上海	-	-	跑路
914	万钧财富	2015.05	2015.05	5000.00万元	湖北	-	-	跑路
915	渤海金融	2015.05	2015.05	1000.00万元	山东	-	-	跑路
916	中桂联投资	2015.05	2015.05	1000.00万元	广西	-	-	跑路
917	众和贷	2015.05	2014.02	1008.00万元	内蒙古	-	-	停业
918	聚鑫贷	2015.05	2015.04	1600.00万元	山东	-	-	跑路
919	新双贷	2015.05	2014.06	500.00万元	山东	-	-	提现困难
920	汇银财富	2015.05	2015.05	5000.00万元	辽宁	-	-	跑路
921	宜企贷	2015.05	2014.07	1000.00万元	山东	-	-	停业
922	裕滨财富	2015.05	2015.05	1000.00万元	山东	-	-	跑路
923	聚铢投资	2015.05	2015.05	6000.00万元	四川	-	-	跑路
924	富弘易贷	2015.05	2015.04	1200.00万元	山东	-	-	跑路
925	时诗运	2015.05	2015.03	9900.00万元	上海	-	-	跑路
926	鑫潮创投	2015.05	2015.03	13000.00万元	吉林	-	-	跑路
927	百利财富	2015.05	2014.08	1000.00万元	福建	-	-	跑路
928	弘宇信投	2015.05	2014.12	1000.00万元	山东	-	-	跑路
929	品胜财富	2015.05	2014.11	1000.00万元	山东	36.00万元	-	提现困难
930	益远赢	2015.05	2014.10	300.00万元	内蒙古	-	-	跑路
931	中金在线（湖南）	2015.05	2015.03	2000.00万元	湖南	-	-	跑路
932	创盛财富	2015.05	2015.01	1000.00万元	浙江	-	-	提现困难
933	荣盛贷	2015.05	2015.05	1000.00万元	山东	-	-	跑路
934	美好时贷	2015.05	2014.02	1000.00万元	上海	-	-	跑路
935	浩万投资	2015.05	2015.02	1000.00万元	河北	-	-	跑路
936	力元投资	2015.05	-	5000.00万元	上海	-	-	跑路
937	盛赢资本	2015.05	2014.12	1000.00万元	湖北	-	-	提现困难
938	银达金融	2015.05	2015.02	1000.00万元	湖南	-	-	停业
939	天源财富	2015.05	2015.04	10000.00万元	河北	-	-	跑路
940	利德丰财富	2015.05	2014.12	6000.00万元	山东	-	-	跑路
941	中庚财富	2015.05	2014.11	8600.00万元	安徽	2405.94万元	-	提现困难
942	成峰创投	2015.05	2015.03	480.00万元	江苏	-	-	跑路
943	通灵创投（通灵财富）	2015.05	2015.04	1300.00万元	山东	-	-	跑路
944	易建财富	2015.05	2015.03	5000.00万元	山东	-	-	跑路
945	金中信	2015.05	2015.05	1000.00万元	宁夏	-	-	跑路
946	顺祥投资	2015.05	2015.05	1000.00万元	河北	-	-	跑路
947	光华永贷	2015.05	2014.10	1000.00万元	重庆	-	-	提现困难
948	康意和	2015.05	2014.07	1000.00万元	浙江	-	-	跑路
949	浩亚达e金融	2015.05	2014.08	2000.00万元	上海	-	-	提现困难
950	苏米计划	2015.05	2014.09	5000.00万元	江苏	-	-	提现困难
951	通融易贷	2015.05	2012年	2000.00万元	广东	-	-	提现困难
952	幸汇财富	2015.05	-	50000.00万元	北京	-	-	经侦介入
953	汇丰恒创投	2015.05	2015.04	2000.00万元	陕西	-	-	跑路
954	晨升投资	2015.05	2015.04	1000.00万元	云南	-	-	跑路
955	宏升投资	2015.05	2015.04	1000.00万元	广东	-	-	跑路
956	尊荣财富	2015.04	2014.10	5000.00万元	江西	-	-	跑路
957	信安财富	2015.04	2014.10	15000.00万元	北京	-	-	跑路
958	锦盛财富	2015.04	2014.09	1000.00万元	浙江	-	-	跑路
959	融金通	2015.04	2013.04	1000.00万元	浙江	2092.29万元	-	提现困难
960	亿豪商贷	2015.04	2014.07	1000.00万元	浙江	-	-	跑路
961	融邦贷	2015.04	2014.12	1000.00万元	广东	-	-	提现困难
962	峰诺贷	2015.04	2014.12	1000.00万元	山东	80.15万元	-	提现困难
963	金誉丰投资	2015.04	2015.04	2000.00万元	重庆	-	-	跑路
964	惠民财富	2015.04	2015.03	10000.00万元	广东	-	-	跑路
965	惠民理财	2015.04	2014.12	1000.00万元	山东	-	-	提现困难
966	顺顺贷（浙）	2015.04	2015.01	1000.00万元	浙江	755.47万元	-	跑路
967	众力投融	2015.04	2014.11	200.00万元	广西	-	-	跑路
968	广发贷	2015.04	2013.07	500.00万元	山东	-	-	提现困难
969	爱增宝	2015.04	2014.06	5000.00万元	上海	-	-	跑路
970	风瑞投资	2015.04	2015.04	1000.00万元	上海	-	-	停业
971	聚米立方	2015.04	2014.07	1000.00万元	云南	-	-	跑路
972	君孚财富	2015.04	2014.10	2000.00万元	湖南	-	-	提现困难
973	资本密码	2015.04	2014.12	5000.00万元	广东	-	-	跑路
974	嘉融贷	2015.04	2015.03	2000.00万元	广西	-	-	跑路
975	沪易贷	2015.04	2014.05	9000.00万元	安徽	-	-	提现困难
976	信诚创投	2015.04	2014.11	1000.00万元	山东	320.18万元	-	提现困难
977	融讯网	2015.04	2013.11	1000.00万元	福建	-	-	提现困难
978	安泰创投	2015.04	2013.07	1000.00万元	四川	-	-	提现困难
979	宏图创投	2015.04	2015.03	1000.00万元	山东	-	-	跑路
980	足鞋贷	2015.04	2014.03	500.00万元	广东	-	-	停业
981	七个葫芦	2015.04	2015.03	2000.00万元	广东	-	-	提现困难，已恢复
982	惠金创投	2015.04	2015.03	5000.00万元	江西	-	-	跑路
983	鑫益贷	2015.04	2015.02	500.00万元	山东	-	-	跑路
984	盈聚贷	2015.04	2015.02	1000.00万元	山东	-	-	提现困难
985	敬友财富	2015.04	2015.04	1000.00万元	山东	-	-	跑路
986	民间财富	2015.04	2014.12	2000.00万元	广东	59.24万元	-	提现困难
987	融信达投资	2015.04	2015.04	1000.00万元	山西	-	-	提现困难
988	源泰易贷	2015.04	2015.03	1000.00万元	山东	-	-	跑路
989	连连贷	2015.04	2013.05	1000.00万元	广东	-	-	提现困难
990	鸿湘堂	2015.04	2014.07	3000.00万元	湖南	-	-	提现困难
991	旺欣贷	2015.04	2014.11	3000.00万元	浙江	-	-	提现困难
992	鹏飞财富	2015.04	2014.12	1000.00万元	山东	-	-	跑路
993	凌云创投	2015.04	2014.12	1000.00万元	山东	-	-	停业
994	钱布贷	2015.04	2015.01	1000.00万元	山东	-	-	提现困难
995	鑫发创投	2015.04	2015.04	500.00万元	河北	-	-	跑路
996	至鼎财富	2015.04	2015.01	1000.00万元	山东	-	-	跑路
997	零花钱	2015.04	2015.03	100.00万元	贵州	-	-	停业
998	德亨在线	2015.04	2015.04	3000.00万元	河南	-	-	跑路
999	万晶聚金融	2015.04	2014.11	100.00万元	广东	-	-	跑路
1,000	汪达财富	2015.04	2014.11	500.00万元	安徽	-	-	提现困难
1,001	众利创投	2015.04	2015.01	1000.00万元	湖北	-	-	提现困难
1,002	鼎和资本	2015.04	2014.03	10000.00万元	江苏	-	-	跑路
1,003	鸿利贷	2015.04	2014.06	3000.00万元	广东	-	-	跑路
1,004	兴飞财富	2015.04	2014.11	2000.00万元	安徽	-	-	提现困难
1,005	无棣盛世	2015.04	2014.12	1000.00万元	山东	-	-	跑路
1,006	招商加盟贷	2015.04	2014.12	5000.00万元	广东	-	-	提现困难
1,007	天之浩投资	2015.04	2015.03	1000.00万元	云南	-	-	跑路
1,008	亿润贷	2015.03	2014.11	1000.00万元	山东	-	-	提现困难
1,009	惠通贷	2015.03	2014.06	1000.00万元	云南	-	-	提现困难
1,010	中富润德	2015.03	2011年	5001.00万元	北京	-	-	跑路
1,011	荣京贷	2015.03	2014.07	10000.00万元	广东	-	-	跑路
1,012	鑫广顺	2015.03	2015.02	80000.00万元	广东	-	-	跑路
1,013	北京软银赛富	2015.03	-	500.00万元	北京	-	-	跑路
1,014	善富资本	2015.03	2015.03	1000.00万元	湖南	-	-	跑路
1,015	点道投资	2015.03	2015.03	1000.00万元	贵州	-	-	跑路
1,016	乾韵财富	2015.03	2015.01	1300.00万元	山东	-	-	跑路
1,017	盈金创富	2015.03	2015.01	1000.00万元	广东	-	-	跑路
1,018	闽台贷	2015.03	2014.05	2000.00万元	福建	-	-	停业
1,019	双富贷	2015.03	2014.09	2000.00万元	浙江	-	-	提现困难
1,020	欧亿投资	2015.03	2015.03	1000.00万元	云南	-	-	跑路
1,021	金政创投	2015.03	2015.01	1100.00万元	山东	-	-	跑路
1,022	智慧树金融	2015.03	2015.01	5000.00万元	广东	-	-	跑路
1,023	兴民财富	2015.03	2015.01	1000.00万元	山东	-	-	跑路
1,024	龙途理财	2015.03	2014.11	200.00万元	广西	-	-	提现困难
1,025	祥富春投资	2015.03	-	100.00万元	广东	-	-	跑路
1,026	祥富春投资	2015.03	-	10.00万元	上海	-	-	跑路
1,027	诺贷投资	2015.03	2013.09	600.00万元	四川	-	-	提现困难
1,028	可投可贷(鲁)	2015.03	2014.12	1000.00万元	山东	-	-	提现困难
1,029	共赢在线	2015.03	2015.02	2000.00万元	山东	-	-	跑路
1,030	邦融理财	2015.03	2013.01	1000.00万元	四川	-	-	跑路
1,031	民生创投	2015.03	2013.06	4000.00万元	江苏	-	-	提现困难
1,032	锐忻投资	2015.03	2015.03	3000.00万元	陕西	-	-	跑路
1,033	佰信投	2015.03	2015.01	1000.00万元	山东	-	-	跑路
1,034	鲁滨易投	2015.03	2015.01	1000.00万元	河北	-	-	跑路
1,035	环球财富	2015.03	-	8000.00万元	上海	-	-	跑路
1,036	凤城贷	2015.03	2014.12	1100.00万元	山东	2719.00万元	-	跑路
1,037	机智投	2015.03	2014.08	3000.00万元	天津	-	-	提现困难
1,038	阳光快贷	2015.03	2014.11	5000.00万元	广东	-	-	停业
1,039	盛泰投资	2015.03	2015.03	500.00万元	陕西	-	-	跑路
1,040	启隆信投	2015.03	2015.01	1000.00万元	山东	-	-	提现困难
1,041	亿德汇富	2015.03	2014.11	1000.00万元	安徽	-	-	提现困难
1,042	万家创投	2015.03	-	20000.00万元	北京	-	-	跑路
1,043	点滴聚财	2015.03	2014.10	3000.00万元	山东	1171.13万元	-	提现困难
1,044	富莱而金融	2015.03	2014.09	500.00万元	北京	-	-	跑路
1,045	贷宝宝	2015.03	2014.06	2000.00万元	北京	-	-	跑路
1,046	钱掌柜	2015.03	2010年	1000.00万元	广东	-	-	停业
1,047	大佳创投	2015.03	2014.10	10000.00万元	广东	-	-	停业，已恢复
1,048	汇泉贷（济南）	2015.03	2014.12	600.00万元	山东	-	-	停业
1,049	展翔投资	2015.03	2014.12	1000.00万元	山东	-	-	提现困难
1,050	金兴贷	2015.03	2015.02	2000.00万元	山东	-	-	跑路
1,051	三人贷	2015.03	2013.10	3000.00万元	四川	-	-	停业
1,052	人人金融	2015.03	2014.10	1000.00万元	广东	-	-	跑路
1,053	钱客金融	2015.03	2014.10	10000.00万元	北京	-	-	跑路
1,054	安贷创投	2015.03	2015.03	1000.00万元	浙江	-	-	跑路
1,055	益宝贷	2015.03	2014.12	10000.00万元	北京	-	-	跑路
1,056	联富金融	2015.03	2014.12	500.00万元	广东	-	-	跑路
1,057	安农e商	2015.03	2014.06	600.00万元	浙江	-	-	提现困难
1,058	易通投资	2015.03	2015.01	500.00万元	山东	-	-	提现困难
1,059	家融合	2015.03	2014.07	1000.00万元	四川	-	-	跑路
1,060	高效贷	2015.03	2014.08	1000.00万元	广西	-	-	停业
1,061	八陆融通	2015.03	2014.01	500.00万元	四川	-	-	停业
1,062	易网贷	2015.03	2012年	500.00万元	山东	-	-	提现困难
1,063	亿谷财富	2015.03	2014.06	1100.00万元	浙江	-	-	提现困难
1,064	好收易	2015.02	2014.07	660.00万元	北京	-	-	提现困难
1,065	汇瑞财富	2015.02	2013.10	5000.00万元	浙江	-	-	提现困难
1,066	永利财富(安徽)	2015.02	2014.12	500.00万元	安徽	-	-	跑路
1,067	宏飞创投	2015.02	2013.11	2000.00万元	江苏	-	-	提现困难
1,068	世纪创想	2015.02	2012年	1000.00万元	山东	-	-	提现困难
1,069	安凰贷	2015.02	2014.08	5000.00万元	安徽	-	-	跑路
1,070	天达创投	2015.02	2015.01	2000.00万元	浙江	-	-	跑路
1,071	广聚财富	2015.02	2014.07	700.00万元	山东	-	-	停业
1,072	合众贷	2015.02	2014.11	1000.00万元	湖南	-	-	提现困难
1,073	泯华创投	2015.02	2015.01	100.00万元	海南	-	-	跑路
1,074	贷投帮帮	2015.02	2014.09	300.00万元	河北	-	-	停业
1,075	天成投资	2015.02	2015.02	1000.00万元	北京	-	-	跑路
1,076	如信网	2015.02	2014.04	500.00万元	浙江	-	-	跑路
1,077	温商金融	2015.02	2014.12	1288.00万元	浙江	-	-	跑路
1,078	联帮贷	2015.02	2013.09	2000.00万元	广东	-	-	跑路
1,079	鼎隆投资	2015.02	2014.12	3000.00万元	山东	-	-	跑路
1,080	云图资本	2015.02	2014.08	2000.00万元	四川	-	-	提现困难
1,081	沪乾投资	2015.02	2014.05	1000.00万元	上海	4128.57万元	226.00人	提现困难
1,082	畅贷网	2015.02	2010年	500.00万元	上海	-	-	提现困难
1,083	中恒盛业	2015.02	2013.05	10000.00万元	广东	-	-	跑路
1,084	齐鲁金服	2015.02	2014.12	5000.00万元	上海	-	-	停业
1,085	盛融在线	2015.02	2010年	1000.00万元	广东	92135.71万元	10837.00人	提现困难
1,086	万利贷	2015.02	2014.02	1000.00万元	安徽	-	-	跑路
1,087	帮你贷	2015.02	2014.11	500.00万元	安徽	-	-	提现困难
1,088	中信贷	2015.02	2014.03	1000.00万元	新疆	-	-	停业
1,089	汇易宝	2015.02	2013.08	1000.00万元	海南	-	-	停业
1,090	翼凤贷	2015.02	2014.09	1000.00万元	广东	-	-	跑路
1,091	诚贷网	2015.02	2014.12	1000.00万元	海南	-	-	跑路
1,092	大融小贷	2015.02	2013.08	5000.00万元	重庆	-	-	跑路
1,093	旗融网	2015.02	2014.01	1000.00万元	河北	-	-	跑路
1,094	信易安	2015.02	2014.06	500.00万元	天津	-	-	停业
1,095	21世纪财富	2015.02	2014.09	6000.00万元	宁夏	-	-	停业
1,096	海西贷	2015.02	2014.03	500.00万元	福建	-	-	跑路
1,097	聚散贷	2015.02	2013.11	500.00万元	福建	-	-	跑路
1,098	福易贷	2015.02	2014.03	510.00万元	河南	-	-	跑路
1,099	好借好还	2015.02	2013.09	1000.00万元	河南	-	-	停业
1,100	金畅想	2015.02	2014.12	1000.00万元	河北	-	-	跑路
1,101	警安财富	2015.02	2013.08	2000.00万元	江西	-	-	停业
1,102	信诺宝	2015.02	2014.03	1000.00万元	广东	-	-	停业
1,103	中青创投	2015.02	2014.09	1000.00万元	河南	-	-	停业
1,104	乐城投资	2015.02	2015.02	1000.00万元	天津	-	-	跑路
1,105	钱江理财	2015.02	2014.07	1000.00万元	浙江	-	-	提现困难
1,106	星光财富	2015.02	2014.12	1000.00万元	山东	118.94万元	-	提现困难
1,107	汇丰贷	2015.02	2014.04	1000.00万元	四川	-	-	停业
1,108	易贷乐投	2015.02	2014.03	1000.00万元	四川	-	-	停业
1,109	青青贷	2015.02	2012年	10.00万元	山东	-	-	提现困难
1,110	融资谷	2015.02	2014.05	1000.00万元	广东	-	-	提现困难
1,111	宏悦财富	2015.02	2014.03	1000.00万元	浙江	-	-	停业
1,112	铭胜投资	2015.02	2013.11	1001.00万元	广东	-	-	提现困难
1,113	发展投资	2015.02	2013.08	1000.00万元	山东	-	-	提现困难
1,114	华盈金融	2015.02	2015.01	1000.00万元	上海	-	-	跑路
1,115	活宝汇	2015.02	2015.01	10000.00万元	广东	-	-	跑路
1,116	九华金融	2015.02	2014.05	5000.00万元	安徽	-	-	提现困难
1,117	新聪理财	2015.02	2014.07	50.00万元	湖北	-	-	跑路
1,118	泰麟资本	2015.02	2013.01	1000.00万元	广东	-	-	提现困难
1,119	净净贷	2015.02	2014.04	3000.00万元	广东	-	-	提现困难
1,120	鼎玉财富	2015.02	2014.03	1000.00万元	四川	-	-	提现困难
1,121	力川金融	2015.02	2014.05	3200.00万元	浙江	-	-	提现困难
1,122	众融网	2015.01	2014.12	1000.00万元	江苏	-	-	跑路
1,123	沃利资本	2015.01	2014.09	5000.00万元	安徽	-	-	提现困难
1,124	鼎融资本	2015.01	2014.03	1000.00万元	浙江	-	-	提现困难
1,125	力安创投	2015.01	2013.11	3000.00万元	安徽	-	-	提现困难
1,126	小小易贷	2015.01	2014.12	1000.00万元	山东	-	-	跑路
1,127	玺融资本	2015.01	2014.12	5000.00万元	浙江	-	-	提现困难
1,128	广融钱多多	2015.01	2014.06	1000.00万元	四川	-	-	跑路
1,129	新乡贷	2015.01	2015.01	1018.00万元	河南	-	-	跑路
1,130	太湖金融	2015.01	2014.05	1000.00万元	江苏	-	-	提现困难
1,131	热贷网	2015.01	2011年	1000.00万元	上海	-	-	提现困难
1,132	齐鲁人贷	2015.01	2013.01	5000.00万元	山东	8780.72万元	-	提现困难
1,133	酬勤贷	2015.01	2014.12	10000.00万元	上海	-	-	停业
1,134	鑫阳创投	2015.01	2014.05	1010.00万元	山东	-	-	提现困难
1,135	万鼎投资	2015.01	2014.10	1000.00万元	山东	-	-	提现困难
1,136	用心贷	2015.01	2014.11	1000.00万元	四川	-	-	跑路
1,137	汇凯鑫创投	2015.01	2014.10	100000.00万元	广东	-	-	跑路
1,138	矩顺财富	2015.01	2014.12	1000.00万元	山东	-	-	停业
1,139	呱呱贷	2015.01	2012年	1000.00万元	山东	-	-	提现困难
1,140	合汇富	2015.01	2014.10	100.00万元	广东	-	-	跑路
1,141	华信贷	2015.01	2015.01	1000.00万元	广东	-	-	跑路
1,142	里外贷	2015.01	2013.05	1000.00万元	北京	93438.81万元	1830.00人	停业
1,143	金榜财富	2015.01	2014.11	600.00万元	山东	0.04万元	-	停业
1,144	华容创投	2015.01	2015.01	1000.00万元	陕西	-	-	跑路
1,145	安宜贷	2015.01	2014.06	1000.00万元	湖南	0.29万元	-	提现困难
1,146	甬发贷	2015.01	2014.08	500.00万元	浙江	-	-	提现困难
1,147	众人贷（山东）	2015.01	2014.12	1200.00万元	山东	-	-	跑路
1,148	保全财富	2015.01	2014.11	1500.00万元	浙江	-	-	提现困难
1,149	华融天成	2015.01	2014.12	600.00万元	山东	-	-	跑路
1,150	云商贷	2015.01	2014.11	1200.00万元	河北	-	-	跑路
1,151	华夏商贷	2015.01	2013.08	1000.00万元	湖南	-	-	跑路
1,152	财神在线	2015.01	2014.10	1000.00万元	江苏	-	-	提现困难
1,153	鲁商贷	2015.01	2013.01	1201.00万元	山东	-	-	提现困难
1,154	名宏创投	2015.01	2014.12	900.00万元	山东	-	-	提现困难
1,155	泉旺创投	2015.01	2014.12	12800.00万元	河北	-	-	跑路
1,156	汾湖投资	2015.01	2014.05	10000.00万元	广东	-	-	跑路
1,157	旭鑫投资	2015.01	2014.12	1000.00万元	山东	-	-	提现困难
1,158	百信财富	2015.01	2013.12	1000.00万元	广东	-	-	提现困难
1,159	文妥财富	2015.01	2014.04	3000.00万元	广东	-	-	提现困难
1,160	上咸BANK	2015.01	2014.01	1666.00万元	山东	15631.50万元	3358.00人	跑路
1,161	春强财富	2015.01	2014.12	1000.00万元	山东	-	-	跑路
1,162	利丰网	2015.01	2014.07	8000.00万元	四川	-	-	提现困难
1,163	鼎泰益	2015.01	2014.11	1000.00万元	广东	-	-	跑路
1,164	御托贸易	2015.01	2014.10	10.00万元	上海	-	-	跑路
1,165	多彩多乐	2015.01	2014.11	100.00万元	重庆	-	-	提现困难
1,166	华商财富	2015.01	2014.11	1000.00万元	湖南	-	-	提现困难
1,167	汇众商贷	2015.01	2015.01	1000.00万元	山东	-	-	跑路
1,168	聚贷网	2015.01	2013.07	1000.00万元	四川	-	-	提现困难
1,169	三农创投	2015.01	2014.09	5000.00万元	山东	-	-	提现困难
1,170	美E贷	2015.01	2014.08	1000.00万元	山东	-	-	提现困难
1,171	高新盛	2015.01	2013.08	10000.00万元	广东	-	-	提现困难
1,172	福人创投	2015.01	2014.12	1000.00万元	山东	-	-	提现困难
1,173	信益贷	2015.01	2014.08	1500.00万元	浙江	-	-	提现困难
1,174	青源贷	2015.01	2015.01	3000.00万元	山东	-	-	跑路
1,175	校园贷	2015.01	2014.09	20000.00万元	山东	-	-	提现困难
1,176	每天美贷	2015.01	2013.11	1000.00万元	广东	-	-	提现困难
1,177	中大财富	2015.01	2014.02	1000.00万元	广东	-	-	提现困难
1,178	国创投资	2015.01	-	5000.00万元	上海	-	-	跑路
1,179	众信财富	2015.01	2014.11	1000.00万元	河北	-	-	提现困难
1,180	惠利银通	2015.01	2014.10	1000.00万元	山东	-	-	提现困难
1,181	盛世汇盈	2015.01	2013.11	2000.00万元	广东	-	-	提现困难
1,182	玉丰投资	2015.01	2014.10	1000.00万元	山东	-	-	提现困难
1,183	MY标客	2015.01	2013.01	500.00万元	江苏	-	-	停业
1,184	金淮贷	2015.01	2014.09	2000.00万元	江苏	-	-	提现困难
1,185	惠嘉金融	2015.01	2014.07	1000.00万元	河南	-	-	提现困难
1,186	融易贷	2015.01	2012年	2000.00万元	广东	-	-	提现困难
1,187	天之源贷	2015.01	2013.11	1000.00万元	广东	-	-	提现困难
1,188	豫城金融	2015.01	2014.11	1000.00万元	河南	-	-	提现困难
1,189	人贷贷	2015.01	2014.12	2000.00万元	广东	-	-	跑路
1,190	鼎和贷	2015.01	2014.11	1000.00万元	广东	-	-	跑路
1,191	泓润恒业	2014.12	2014.04	1000.00万元	广东	-	-	提现困难
1,192	锐畅易贷	2014.12	2014.11	1500.00万元	山东	-	-	提现困难
1,193	神州易贷	2014.12	2013.09	1500.00万元	山东	-	-	提现困难
1,194	聚信通	2014.12	2014.10	1100.00万元	山东	-	-	提现困难
1,195	快速贷	2014.12	2012年	3000.00万元	广东	-	-	提现困难
1,196	华夏信	2014.12	2014.07	1000.00万元	江苏	-	-	提现困难
1,197	龙源金融	2014.12	2014.09	2018.00万元	山东	-	-	停业
1,198	欣旺达财富	2014.12	2014.11	5000.00万元	浙江	-	-	提现困难
1,199	汇丰创投	2014.12	2013.11	5000.00万元	湖南	-	-	提现困难
1,200	圣达创投	2014.12	2014.12	1200.00万元	山东	-	-	提现困难
1,201	贷贷通	2014.12	2014.09	2000.00万元	四川	-	-	跑路
1,202	皇顺贷	2014.12	2014.11	1500.00万元	山东	-	-	跑路
1,203	永信财富	2014.12	2014.11	1000.00万元	陕西	-	-	提现困难
1,204	财富广域	2014.12	2014.09	5500.00万元	北京	-	-	提现困难
1,205	积储在线	2014.12	2013.01	5000.00万元	山东	-	-	提现困难
1,206	稳益贷	2014.12	2013.11	1000.00万元	山东	-	-	提现困难
1,207	心诚创投	2014.12	2014.11	1000.00万元	山东	-	-	提现困难
1,208	汉泽天下	2014.12	2014.10	580.00万元	山东	-	-	提现困难
1,209	四季贷	2014.12	2014.08	1000.00万元	安徽	-	-	跑路
1,210	甬都贷	2014.12	2014.06	1000.00万元	浙江	-	-	提现困难
1,211	涌金贷	2014.12	2013.04	1000.00万元	浙江	-	-	提现困难
1,212	融丰创投	2014.12	2014.09	1000.00万元	浙江	-	-	跑路
1,213	雅戈创投	2014.12	2014.12	1000.00万元	山东	-	-	跑路
1,214	金德易贷	2014.12	2014.09	500.00万元	山东	-	-	提现困难
1,215	联帮财富	2014.12	2013.09	2000.00万元	江苏	-	-	跑路
1,216	美嘉创投	2014.12	2014.09	1000.00万元	山东	-	-	停业
1,217	金泰财富	2014.12	2014.09	5000.00万元	山东	2471.25万元	-	提现困难
1,218	银通贷	2014.12	2013.04	5000.00万元	广东	-	-	提现困难
1,219	金豪利	2014.12	2013.09	2000.00万元	广东	7572.62万元	-	提现困难
1,220	湘中银联	2014.12	2014.06	1000.00万元	湖南	-	-	提现困难
1,221	冠宇投资	2014.12	2014.10	1000.00万元	山东	914.86万元	-	提现困难
1,222	基鼎贷	2014.12	2014.08	1000.00万元	山东	718.99万元	-	提现困难
1,223	兴业易贷	2014.12	2013.05	500.00万元	贵州	-	-	提现困难
1,224	拓达贷	2014.12	2014.11	1000.00万元	山东	-	-	提现困难，跑路
1,225	德州贷	2014.12	2014.07	400.00万元	山东	989.68万元	-	提现困难
1,226	鸿康创投	2014.12	2014.02	500.00万元	山东	824.16万元	-	提现困难
1,227	华辰易贷	2014.12	2014.03	1000.00万元	湖南	-	-	提现困难
1,228	民生投资	2014.12	2014.11	2000.00万元	山东	524.52万元	-	提现困难
1,229	台商金融	2014.12	2014.07	5000.00万元	浙江	-	-	停业
1,230	汇金众盈	2014.12	2014.05	2000.00万元	北京	-	-	跑路
1,231	兴盛贷	2014.12	2014.08	1000.00万元	山东	1352.83万元	-	提现困难
1,232	鲁润创投	2014.12	2014.11	1000.00万元	河北	-	-	跑路
1,233	大福创投	2014.12	2014.10	1000.00万元	广东	-	-	跑路
1,234	蜀易贷	2014.12	2013.11	1000.00万元	四川	954.55万元	-	提现困难
1,235	温州金融港	2014.12	2014.05	3000.00万元	浙江	966.44万元	-	提现困难
1,236	18亮点贷	2014.12	2014.12	1000.00万元	甘肃	-	-	诈骗
1,237	恒丰信投	2014.12	2014.11	1000.00万元	山东	734.64万元	-	提现困难
1,238	宜客贷	2014.12	2014.03	-	安徽	-	-	跑路
1,239	易投	2014.12	2014.10	50000.00万元	重庆	-	-	跑路
1,240	稳稳盈	2014.12	2014.11	10000.00万元	上海	-	-	跑路
1,241	新中金财富	2014.12	2014.10	1001.00万元	河南	-	-	跑路
1,242	瑞城金融	2014.12	2014.04	1000.00万元	江苏	-	-	停业
1,243	金陵财富	2014.12	2014.04	1000.00万元	江苏	-	-	跑路
1,244	宜信宜投	2014.12	2014.11	1000.00万元	安徽	307.38万元	-	提现困难
1,245	皓峰财富	2014.12	2014.06	900.00万元	山东	-	-	提现困难
1,246	德信财富	2014.12	2014.05	300.00万元	山东	664.83万元	-	停业
1,247	中汇在线	2014.12	2013.07	2000.00万元	广东	26000.00万元	-	提现困难
1,248	琳鹏创投	2014.12	2014.05	6000.00万元	贵州	-	-	提现困难
1,249	华迪易投	2014.12	2014.11	1000.00万元	河北	-	-	跑路
1,250	姑苏财富	2014.12	2013.12	1000.00万元	江苏	2320.00万元	-	提现困难
1,251	标晨投资	2014.12	2014.06	10000.00万元	上海	-	-	跑路
1,252	硕宝投资	2014.12	2014.11	1000.00万元	山东	-	-	提现困难
