label,name,score
0,易贷网,0.9999999999999999
0,麻袋理财,0.9999999999999987
0,金宝保,0.9999999999999909
0,生菜金融,0.9999999999999724
0,口贷网,0.9999999999999567
0,友金所,0.9999999999999547
0,珠宝贷,0.9999999999999276
0,广州e贷,0.999999999999877
0,美利金融,0.9999999999998717
0,小赢理财,0.999999999999862
0,邦帮堂,0.9999999999998473
0,楚金所,0.9999999999998354
0,融贝网,0.9999999999997486
0,鹏金所,0.9999999999997072
0,e路同心,0.9999999999996899
0,网利宝,0.9999999999996818
0,众信金融(京),0.9999999999996763
0,民贷天下,0.9999999999996141
0,金联储,0.9999999999995745
0,银票网,0.9999999999993439
0,链家理财,0.9999999999993038
0,拓道金服,0.9999999999991552
0,陆金所,0.9999999999990442
0,铜掌柜,0.9999999999986959
0,博金贷,0.9999999999986385
0,房金所,0.9999999999984382
0,融资易,0.9999999999976948
0,今日捷财,0.9999999999972017
0,喜投网,0.9999999999959793
0,大麦理财,0.9999999999955728
0,点融网,0.9999999999939776
0,宜人贷,0.9999999999934267
0,开鑫贷,0.9999999999911318
0,拍拍贷,0.9999999999743231
0,人人贷,0.9999999999741769
0,万盈金融,0.9999999999712453
0,微贷网,0.9999999999600131
0,九信金融,0.9999999999097513
0,金控网贷,0.9999999999096696
0,积木盒子,0.9999999998595662
0,礼德财富,0.9999999997355219
0,后河财富,0.9999999997323752
0,温州贷,0.9999999997110417
0,金融工场,0.9999999996887043
0,投哪网,0.999999999675411
0,金开贷,0.9999999996701031
0,阿朋贷,0.9999999996282399
0,爱钱进,0.9999999996213123
0,91旺财,0.9999999995943345
0,和信贷,0.9999999995768861
0,银客网,0.9999999995496544
0,有利网,0.9999999994798567
0,团贷网,0.9999999992909092
0,PPmoney万惠,0.9999999990778767
0,抱财网,0.9999999990287634
0,翼龙贷,0.9999999983233092
0,红岭创投,0.9999999981467468
0,银豆网,0.9999999981167722
0,温商贷,0.9999999979924792
0,贷贷兴隆,0.9999999979288445
0,你我贷,0.9999999978139753
0,金信网,0.9999999978066707
0,新联在线,0.9999999977977041
0,短融网,0.9999999976147547
0,爱投资,0.999999997200494
0,鑫合汇,0.9999999970043207
0,果树财富,0.9999999969760072
0,汇盈金服,0.9999999963446029
0,诺诺镑客,0.9999999961283645
0,财加,0.9999999961266881
0,合时代,0.9999999957626402
0,九斗鱼,0.9999999957323054
0,人人聚财,0.9999999940821662
0,合力贷,0.9999999940543227
0,永利宝,0.99999999321407
0,惠众金融,0.9999999926223704
0,安心贷,0.999999991707007
0,向上金服,0.999999991551455
0,银湖网,0.9999999910315109
0,信融财富,0.9999999881884793
0,e微贷,0.9999999877464854
0,新新贷,0.999999987250435
0,小油菜,0.9999999869236937
0,付融宝,0.9999999819747707
0,e速贷,0.9999999801621087
0,德众金融,0.9999999778175486
0,恒信易贷,0.9999999676906022
0,理想宝,0.9999999667906465
0,汇通易贷,0.9999999582463914
0,金银猫,0.9999999536035844
0,钱吧,0.9999999469430385
0,365易贷,0.9999999189201461
0,粤商贷,0.9999999079564574
0,信用宝,0.999999848075575
0,玖融网,0.9999996948465935
0,中瑞财富,0.9999994459554387
0,合拍在线,0.9999993175868553
0,黄河金融,0.9999992364089962
0,国诚金融,0.9999987440343148
0,石投金融,0.9999966499951825
0,乐金所,0.9999553460584139
0,利得行,0.999929349476588
0,掌中财富,0.9999165786139201
0,壹宝贷,0.9999047976598376
0,有米贷,0.9998880833081785
0,梧桐理财,0.9998705400066683
0,迅捷贷,0.9998533459729515
0,你好贷,0.9998365878127515
0,顺顺贷,0.999809895438375
0,好收益,0.9998002228676341
0,E票宝,0.9997700164094567
0,爱财狼,0.9997608785342891
0,金牌理财,0.9997512289846782
0,利盈贷,0.9997447712521534
0,果儿金融,0.999728777911514
1,在线贷,0.9997053478145972
0,升值贷,0.99970126216067
0,钱贷网,0.9996698306058533
0,好又贷,0.9996670150139835
0,1818优本财富,0.9996595592820086
0,得融在线,0.9996417411894072
0,金福财富,0.9996261917403899
0,中融通贷,0.999609508755384
0,互融宝,0.9995994528580923
0,54贷客,0.9995939099171665
0,杉易贷,0.9995928193093278
0,自由财富,0.9995564628625289
0,快快贷,0.9995072985184379
0,沃投资,0.9994983943761326
0,广西东盟贷,0.9994282120023854
0,胖胖猪,0.9993973633390851
0,mM贷,0.9993772592279129
0,你投我融,0.999371376587078
0,丰益贷,0.9993522536824457
0,投资吧,0.9993475715746172
0,红象金融,0.9993460171390325
0,电网贷,0.9993261637282558
0,益合贷,0.9993078014231287
0,汇投资,0.9992754028644413
0,宝元贷,0.9992514461628161
0,币丰所,0.9992504496476613
0,e人e贷,0.9992234917008318
0,彩麒麟,0.9991690765600652
0,爱本地,0.9991534238215536
0,好好理财,0.9991480399621651
0,福汇财富,0.9990952364751138
0,酷宝盒,0.9990912025095895
0,小鸡理财,0.9990908725303598
0,金益金服,0.9990894252550788
0,联金所,0.9990872736671008
0,金e贷,0.9990853645140305
0,创客金融,0.9990419062669389
0,爱上理财,0.9990402723196894
0,悦车贷,0.9990382172982208
0,简易贷,0.9990296509931795
0,东方车贷,0.999028439167887
0,投融贷,0.9989988838788122
0,融信速贷,0.9989938396029174
0,利好贷,0.9989812700077891
0,众贷汇,0.9989694629330188
0,鼠贷金融,0.9989618428517133
0,联投金融,0.9989405684173107
0,懒投资,0.9989277662243694
0,蚂蚁打的,0.9989203144796193
0,58money,0.9989135512150824
0,外星人理财,0.9989097819197923
0,坤润财富,0.99889319203794
0,即利网,0.9988858292344958
0,绿化贷,0.9988693799823523
0,众信易贷,0.9988626848207787
0,恒易融,0.9988519719336182
0,瀚翔e家,0.9988367987098172
0,麦麦提,0.9987924071028829
0,保浩财富,0.998784783994779
0,陇e贷,0.9987703622318804
0,祺天优贷,0.9987394782947376
0,小宝金融,0.9987325310939923
0,车财网,0.9987300514476374
