label,name,score
0,九信金融,0.999999999990772
0,麻袋理财,0.9999999999844061
0,金宝保,0.9999999999815145
0,小赢理财,0.9999999999158922
0,万盈金融,0.9999999999020341
0,珠宝贷,0.9999999998302099
0,宜人贷,0.9999999998221178
0,易贷网,0.9999999997951409
0,邦帮堂,0.9999999997161655
0,广州e贷,0.9999999996654247
0,拓道金服,0.9999999991851123
0,金联储,0.999999999091591
0,口贷网,0.9999999988972258
0,融贝网,0.999999998625912
0,众信金融(京),0.9999999984691949
0,大麦理财,0.9999999981877323
0,美利金融,0.9999999981376507
0,开鑫贷,0.9999999973743627
0,友金所,0.9999999970707838
0,网利宝,0.9999999970704374
0,陆金所,0.9999999966872839
0,微贷网,0.9999999963314508
0,生菜金融,0.9999999962576176
0,银客网,0.9999999955731376
0,后河财富,0.9999999954581109
0,e路同心,0.9999999949980771
0,今日捷财,0.9999999947858704
0,人人贷,0.9999999947304117
0,阿朋贷,0.9999999935910724
0,楚金所,0.9999999935554631
0,铜掌柜,0.9999999935183208
0,民贷天下,0.9999999920495535
0,拍拍贷,0.9999999916078428
0,喜投网,0.9999999894314691
0,房金所,0.999999989164901
0,爱钱进,0.9999999878678798
0,融资易,0.9999999871348422
0,金融工场,0.9999999858451405
0,和信贷,0.999999983512728
0,银票网,0.9999999809813787
0,红岭创投,0.9999999799807604
0,团贷网,0.9999999771211279
0,温州贷,0.9999999744653305
0,金开贷,0.9999999737046235
0,链家理财,0.9999999715861883
0,点融网,0.9999999713951624
0,果树财富,0.9999999638755313
0,积木盒子,0.9999999583847305
0,鹏金所,0.9999999569525286
0,91旺财,0.9999999474677708
0,投哪网,0.9999999381442777
0,新联在线,0.9999999358064642
0,向上金服,0.9999999303887108
0,温商贷,0.9999999272136719
0,金信网,0.9999999239659232
0,有利网,0.9999999139818385
0,博金贷,0.9999999100994472
0,汇通易贷,0.9999999032951123
0,礼德财富,0.9999999007187483
0,你我贷,0.9999998958695642
0,永利宝,0.999999882126346
